position;id_category;id_product;reference;id_shop_default;ean13;price_tax_excluded;ecotax_tax_excluded;id_tax_rules_group;active;price_professionnel;price_particulier;price_professionnel_raw;price_particulier_raw;price_tax_included_particulier;price_tax_included_professionnel;name;link_rewrite;category;id_image;legend;final_price_tax_excluded;quantity
1481;12;12845;NSB-6972403826416;1;6972403826416;0.000000;0.000000;70;1;"16.66 €";"16.66 €";16.658333;16.658333;"19.99 €";"19.99 €";"Bebird Note 5 Otoscope";bebird-note-5-otoscope;"Accessoires Téléphones";29858;;0.000000;72
602;120;12843;NOP-5397184162934;1;5397184162934;0.000000;0.000000;70;1;"25.00 €";"25.00 €";25.000000;25.000000;"30.00 €";"30.00 €";"sacoche pc portable dell 14''";sacoche-pc-portable-dell-14-;Accessoires;29852;;0.000000;1
601;120;12842;NSB-4549292099096;1;4549292099096;0.000000;0.000000;70;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"sac à dos back pack bp11c pour appareil photo canon";sac-a-dos-back-pack-bp11c-pour-appareil-photo-canon;Accessoires;29869;;0.000000;3
600;120;12841;NSB-786357003047;1;786357003047;0.000000;0.000000;70;1;"916.67 €";"916.67 €";916.670000;916.670000;"1,100.00 €";"1,100.00 €";"bluesound node icon";bluesound-node-icon;"Maison Connecté";29845;;0.000000;1
438;107;12840;NSB-5715063735855;1;5715063735855;0.000000;0.000000;70;1;"291.70 €";"291.70 €";291.700000;291.700000;"350.04 €";"350.04 €";"wd red pro 3.5"" 8tb, 7200 rpm, 256mb, sata iii hard drive for nas 2w11102";wd-red-pro-35-8tb-7200-rpm-256mb-sata-iii-hard-drive-for-nas-2w11102;"Disques Internes";29839;;0.000000;3
435;107;12837;NSB-718037858494;1;718037858494;0.000000;0.000000;70;1;"24.99 €";"24.99 €";24.990000;24.990000;"29.99 €";"29.99 €";"wd green 2,5"" 240gb 545mb/s";wd-green-25-240gb-545mb-s;"Disques Internes";29831;;0.000000;1
434;107;12836;NOP-5715328187436;1;5715328187436;0.000000;0.000000;70;1;"1,137.00 €";"1,137.00 €";1137.000000;1137.000000;"1,364.40 €";"1,364.40 €";"seagate 30tb, 7200rpm, 512mb, sataiii, exos m, cmr";seagate-30tb-7200rpm-512mb-sataiii-exos-m-cmr;"Disques Internes";29823;;0.000000;2
433;107;12835;NSB-8806097718956;1;8806097718956;0.000000;0.000000;70;1;"50.75 €";"50.75 €";50.750000;50.750000;"60.90 €";"60.90 €";"samsung t9 microsdxc 128 go, carte mémoire";samsung-t9-microsdxc-128-go-carte-memoire;"Cl﻿é USB";29820;;0.000000;20
431;107;12833;NSB-8806094788112;1;8806094788112;0.000000;0.000000;70;1;"41.66 €";"41.66 €";41.660000;41.660000;"49.99 €";"49.99 €";"samsung pro plus mb-md128sa - carte mémoire micro sdxc - 128 go - bleu";samsung-pro-plus-mb-md128sa-carte-memoire-micro-sdxc-128-go-bleu;"Cl﻿é USB";29872;;0.000000;220
430;107;12832;NSB-8806095811680;1;8806095811680;0.000000;0.000000;70;1;"1,147.50 €";"1,147.50 €";1147.500000;1147.500000;"1,377.00 €";"1,377.00 €";"samsung 9100 pro mz-vap8t0 - ssd - chiffré - 8 to - interne - m.2 2280 - pci";samsung-9100-pro-mz-vap8t0-ssd-chiffre-8-to-interne-m2-2280-pci;"Disques Internes";29874;;0.000000;1
428;107;12830;NSB-8806097635055;1;8806097635055;0.000000;0.000000;70;1;"64.92 €";"64.92 €";64.920000;64.920000;"77.90 €";"77.90 €";"samsung - t7 micro sd - 256gb - 170 mbit/s";samsung-t7-micro-sd-256gb-170-mbit-s;"Cl﻿é USB";29805;;0.000000;10
423;107;12821;NSB-4260557512357;1;4260557512357;0.000000;0.000000;70;1;"107.50 €";"107.50 €";107.500000;107.500000;"129.00 €";"129.00 €";"DISQUE DUR EXTERNE TOSHIBA CANVIO BASICS - 2 TO - NOIR MAT";disque-dur-externe-toshiba-canvio-basics-2-to-noir-mat;"Disque Dur Externe";29761;;0.000000;1
510;11;12820;NSB-5397184977408;1;5397184977408;0.000000;0.000000;70;1;"561.48 €";"561.48 €";561.480000;561.480000;"673.78 €";"673.78 €";"DELL PRO 15 ESSENTIEL 15.6""";dell-pro-15-essentiel-156;DELL;29758;;0.000000;1
422;107;12819;NSB-649528929952;1;649528929952;0.000000;0.000000;70;1;"335.70 €";"335.70 €";335.700000;335.700000;"402.84 €";"402.84 €";"CRUCIAL RAM DDR5 32GO 5600MHZ SODIMM, MÉMOIRE POUR ORDINATEUR PORTABLE, MINI PC";crucial-ram-ddr5-32go-5600mhz-sodimm-memoire-pour-ordinateur-portable-mini-pc;"Ram DDR5";29755;;0.000000;10
421;107;12818;NSB-649528903556;1;649528903556;0.000000;0.000000;70;1;"149.17 €";"149.17 €";149.170000;149.170000;"179.00 €";"179.00 €";"crucial ram ddr4 16go kit (2x8go) 3200mhz cl22, pc mémoire (ou 2933mhz / 2666mhz) -";crucial-ram-ddr4-16go-kit-2x8go-3200mhz-cl22-pc-memoire-ou-2933mhz-2666mhz-;"Ram DDR4";29753;;0.000000;5
420;107;12817;NSB-649528929983;1;649528929983;0.000000;0.000000;70;1;"359.10 €";"359.10 €";359.100000;359.100000;"430.92 €";"430.92 €";"crucial ram 32go kit (2x16go) ddr5 5600mhz";crucial-ram-32go-kit-2x16go-ddr5-5600mhz;"Ram DDR5";29749;;0.000000;10
419;107;12816;NSB-5715328157750;1;5715328157750;0.000000;0.000000;70;1;"183.80 €";"183.80 €";183.800000;183.800000;"220.56 €";"220.56 €";"crucial 16gb ddr5-5600 sodimm";crucial-16gb-ddr5-5600-sodimm;"Ram DDR5";29745;;0.000000;10
418;107;12815;NSB-8806094957228;1;8806094957228;0.000000;0.000000;70;1;"153.74 €";"153.74 €";153.740000;153.740000;"184.49 €";"184.49 €";"CARTE MÉMOIRE MICROSDXC SAMSUNG PRO ULTIMATE 512 GO BLEU";carte-memoire-microsdxc-samsung-pro-ultimate-512-go-bleu;"Cl﻿é USB";29736;;0.000000;10
417;107;12814;NSB-8806095420110;1;8806095420110;0.000000;0.000000;70;1;"153.74 €";"153.74 €";153.740000;153.740000;"184.49 €";"184.49 €";"CARTE MÉMOIRE MICRO SD SAMSUNG EVO PLUS 512 GO BLANC";carte-memoire-micro-sd-samsung-evo-plus-512-go-blanc;"Cl﻿é USB";29735;;0.000000;10
416;107;12813;NSB-8806095420127;1;8806095420127;0.000000;0.000000;70;1;"61.58 €";"61.58 €";61.580000;61.580000;"73.90 €";"73.90 €";"CARTE MÉMOIRE MICRO SD SAMSUNG EVO PLUS 256 GO BLANC";carte-memoire-micro-sd-samsung-evo-plus-256-go-blanc;"Cl﻿é USB";29908;;0.000000;10
415;107;12812;NSB-8806095464251;1;8806095464251;0.000000;0.000000;70;1;"39.74 €";"39.74 €";39.740000;39.740000;"47.69 €";"47.69 €";"CARTE MÉMOIRE MICRO SD SAMSUNG EVO PLUS 128 GO BLANC";carte-memoire-micro-sd-samsung-evo-plus-128-go-blanc;"Cl﻿é USB";29916;;0.000000;90
414;107;12811;NSB-27242926387;1;27242926387;0.000000;0.000000;70;1;"449.17 €";"449.17 €";449.170000;449.170000;"539.00 €";"539.00 €";"carte sd série sf-m tough 512go uhs-ii v60 u3 - sony";carte-sd-serie-sf-m-tough-512go-uhs-ii-v60-u3-sony;"Cl﻿é USB";29725;;0.000000;1
413;107;12810;NSB-9120056584895;1;9120056584895;0.000000;0.000000;70;1;"207.50 €";"207.50 €";207.500000;207.500000;"249.00 €";"249.00 €";"ANGELBIRD SDXC 256 GO UHS-II 1133X (170MB/S)";angelbird-sdxc-256-go-uhs-ii-1133x-170mb-s;"Cl﻿é USB";29719;;0.000000;1
509;11;12809;NSB-4711474981424;1;4711474981424;0.000000;0.000000;70;1;"724.03 €";"724.03 €";724.030000;724.030000;"868.84 €";"868.84 €";"acer extensa 15 ex215-57 intel core : i5 16gb/512gb";acer-extensa-15-ex215-57-intel-core-i5-16gb-512gb;Acer;29715;;0.000000;1
412;107;12808;NSB-9120056587193;1;9120056587193;0.000000;0.000000;70;1;"165.83 €";"165.83 €";165.830000;165.830000;"199.00 €";"199.00 €";"ANGELBIRD CARTE CFEXPRESS TYPE A AV PRO SE (330 GB)";angelbird-carte-cfexpress-type-a-av-pro-se-330-gb;"Cl﻿é USB";29902;;0.000000;1
1480;12;12807;NSB-730143316439;1;730143316439;0.000000;0.000000;70;1;"190.83 €";"190.83 €";190.830000;190.830000;"229.00 €";"229.00 €";"amd ryzen 5 8500g phoenix (3.5ghz/5,1ghz)";amd-ryzen-5-8500g-phoenix-35ghz-51ghz;Autres;29923;;0.000000;1
207;1889;12085;O-0195949036064;1;0195949036064;0.000000;0.000000;70;1;"432.50 €";"432.50 €";432.500000;432.500000;"519.00 €";"519.00 €";"IPHONE 15 128 GO";iphone-15-occasion;Occasion;27374;;0.000000;1
507;11;12084;NSB-4068669077098;1;4068669077098;0.000000;0.000000;70;1;"1,332.50 €";"1,332.50 €";1332.500000;1332.500000;"1,599.00 €";"1,599.00 €";"MacBook Pro 14"" – Puce M5 (2025) – 24Go RAM / 512Go SSD + Facture + Garantie";macbook-pro-14-puce-m5-2025-24go-ram-512go-ssd-facture-garantie;Apple;27378;;0.000000;2
506;11;12082;NSB-8886419355724;1;8886419355724;0.000000;0.000000;70;1;"1,499.17 €";"1,499.17 €";1499.170000;1499.170000;"1,799.00 €";"1,799.00 €";"RZ09-01663F54-R3F1 CORE-I7-7820HK/GT1080X/32 GB RAM/17,3 HD IGZ0 UHD G-SYNC CAPACITIVE MULTI TOUCH/4K/2TB SSD";rz09-01663f54-r3f1-core-i7-7820hk-gt1080x-32-gb-ram-173-hd-igz0-uhd-g-sync-capacitive-multi-touch-4k-2tb-ssd;Autres;27303;;0.000000;1
283;96;12080;NSB-810092678670;1;810092678670;0.000000;0.000000;70;1;"99.17 €";"99.17 €";99.170000;99.170000;"119.00 €";"119.00 €";"OPENfit air";openfit-air;Casques;27288;;0.000000;8
282;96;12079;NSB-8100926757618;1;8100926757618;0.000000;0.000000;70;1;"165.83 €";"165.83 €";165.830000;165.830000;"199.00 €";"199.00 €";OPENfit;openfit;Casques;27286;;0.000000;1
164;129;12076;NSB-753759254131;1;753759254131;0.000000;0.000000;70;1;"132.50 €";"132.50 €";132.500000;132.500000;"159.00 €";"159.00 €";"Garmin Garmin VARIA RTL 515";garmin-garmin-varia-rtl-515;Auto;27277;;0.000000;1
434;120;12074;NSB-7340055399494;1;7340055399494;0.000000;0.000000;70;1;"90.83 €";"90.83 €";90.830000;90.830000;"109.00 €";"109.00 €";"Enceinte sans fil Marshall Willen II Noir";enceinte-sans-fil-marshall-willen-ii-noir;"Maison Connecté";27270;;0.000000;1
284;96;12073;NSB-6942103105067;1;6942103105067;0.000000;0.000000;70;1;"249.17 €";"249.17 €";249.166667;249.166667;"299.00 €";"299.00 €";"WATCH GT 4";watch-gt-4;Casques;27317;;0.000000;1
1327;12;12072;NSB-47190728405258;1;4719072840525;0.000000;0.000000;70;1;"24.90 €";"24.90 €";24.900000;24.900000;"29.88 €";"29.88 €";"Prestige M98 - Noir";prestige-m98-noir;Souris;27320;;0.000000;11
1326;12;12071;NSB-4260325421706;1;4260325421706;0.000000;0.000000;70;1;"13.33 €";"13.33 €";13.330000;13.330000;"16.00 €";"16.00 €";"Station de charge pour lecteur de cartes SUMUP AIR";station-de-charge-pour-lecteur-de-cartes-sumup-air;Chargeurs;27323;;0.000000;20
1325;12;12070;NSB-2860000422169;1;2860000422169;0.000000;0.000000;70;1;"613.88 €";"613.88 €";613.880000;613.880000;"736.66 €";"736.66 €";"– Gigabyte Ge Force
RTX 4070 TI Gaming 1268 GDDR6X
DLSS3 - Reacondicionado
2860000422169";-gigabyte-ge-force-rtx-4070-ti-gaming-1268-gddr6x-dlss3-reacondicionado-2860000422169;"Carte graphique";;;0.000000;1
505;11;12069;NSB-196337118065;1;196337118065;0.000000;0.000000;70;1;"666.24 €";"666.24 €";666.240000;666.240000;"799.49 €";"799.49 €";"Pavilion 15-eg0104nf - Argent  I5-1135G7 - Intel Iris Xe - 8Go DDR4 3200Mhz - SSD M.2 512Go";pavilion-15-eg0104nf-argent-i5-1135g7-intel-iris-xe-8go-ddr4-3200mhz-ssd-m2-512go;HP;27252;;0.000000;2
504;11;12068;NSB-196337118010;1;196337118010;0.000000;0.000000;70;1;"832.83 €";"832.83 €";832.830000;832.830000;"999.40 €";"999.40 €";"Pavilion 15-eg0099nf";pavilion-15-eg0099nf;HP;27250;;0.000000;3
281;96;12067;NSB-195949544309;1;195949544309;0.000000;0.000000;70;1;"482.50 €";"482.50 €";482.500000;482.500000;"579.00 €";"579.00 €";"Apple AirPods Max Casque Sans fil Arceau Appels/Musique USB Type-C";apple-airpods-max-casque-sans-fil-arceau-appels-musique-usb-type-c;Casques;27328;;0.000000;2
280;96;12066;NSB-17817859547;1;17817859547;0.000000;0.000000;70;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"bose quietcomfort ultra 2nd gen";bose-quietcomfort-ultra-2nd-gen;Casques;27337;;0.000000;1
433;120;12065;NSB-1200130024870;1;1200130024870;0.000000;0.000000;70;1;"82.50 €";"82.50 €";82.500000;82.500000;"99.00 €";"99.00 €";"Enceinte portable sans fil JBL Grip Bluetooth Blanc";enceinte-portable-sans-fil-jbl-grip-bluetooth-blanc;"Maison Connecté";27324;;0.000000;3
1176;122;12063;NSB-3307216270140;1;3307216270140;0.000000;0.000000;70;1;"29.17 €";"29.17 €";29.166667;29.166667;"35.00 €";"35.00 €";"THE CREW MOTOR FEST LIMITED EDITION INCLUT LE JEU COMPLET +CONTENU NUMÉRIQUE SUPLÉMENTAIRE";the-crew-motor-fest-limited-edition-inclut-le-jeu-complet-contenu-numerique-suplementaire;PC;27211;;0.000000;3
206;1889;12062;O-5051889340164;1;5051889340164;0.000000;0.000000;70;1;"5.83 €";"5.83 €";5.833333;5.833333;"7.00 €";"7.00 €";"STARS 80, LE FILM";stars-80-le-film;Occasion;27356;;0.000000;1
406;107;12061;NSB-4719072875657;1;4719072875657;0.000000;0.000000;70;1;"108.33 €";"108.33 €";108.333333;108.333333;"130.00 €";"130.00 €";"SPATIUM M390 NVME M.2 500GB";spatium-m390-nvme-m2-500gb;"Disques Internes";27202;;0.000000;1
279;96;12060;NSB-4548736164215;1;4548736164215;0.000000;0.000000;70;1;"74.17 €";"74.17 €";74.170000;74.170000;"89.00 €";"89.00 €";"SONY WF-C710N";sony-wf-c710n;Casques;27333;;0.000000;1
278;96;12059;NSB-4548736145672;1;4548736145672;0.000000;0.000000;70;1;"104.17 €";"104.17 €";104.170000;104.170000;"125.00 €";"125.00 €";"SONY WF-C700N";sony-wf-c700n;Casques;27335;;0.000000;2
277;96;12058;NSB-810092679837;1;810092679837;0.000000;0.000000;70;1;"90.83 €";"90.83 €";90.830000;90.830000;"109.00 €";"109.00 €";"SHOKZ OPENRUN";shokz-openrun;Casques;27191;;0.000000;3
405;107;12057;NSB-760557817338;1;760557817338;0.000000;0.000000;70;1;"115.75 €";"115.75 €";115.750000;115.750000;"138.90 €";"138.90 €";"MÉMOIRE 4 GO - DIMM 240 BROCHES - DDR3 - 1333 MHZ";memoire-4-go-dimm-240-broches-ddr3-1333-mhz;"Ram DDR3";27182;;0.000000;1
1324;12;12056;NSB-843591072175;1;843591072175;0.000000;0.000000;70;1;"24.92 €";"24.92 €";24.920000;24.920000;"29.90 €";"29.90 €";"ML140 PRO LED, ROUGE, VENTILATEUR 140MM À LÉVITATION MAGNÉTIQUE";ml140-pro-led-rouge-ventilateur-140mm-a-levitation-magnetique;Autres;27173;;0.000000;2
503;11;12054;NSB-198153393138;1;198153393138;0.000000;0.000000;70;1;"2,415.83 €";"2,415.83 €";2415.830000;2415.830000;"2,899.00 €";"2,899.00 €";"LENOVO THINKPAD P16S GEN3 16"" AZERTY";lenovo-thinkpad-p16s-gen3-16-azerty;Lenovo;27167;;0.000000;2
1175;122;12053;NSB-5026555432610;1;5026555432610;0.000000;0.000000;70;1;"16.66 €";"16.66 €";16.660000;16.660000;"19.99 €";"19.99 €";"JEU NBA 2K23 POUR PS5";jeu-nba-2k23-pour-ps5;PS5;27159;;0.000000;2
276;96;12052;NSB-1200130015342;1;1200130015342;0.000000;0.000000;70;1;"65.83 €";"65.83 €";65.830000;65.830000;"79.00 €";"79.00 €";"JBL VIBE BEAM 2 CASQUE TRUE WIRELESS STEREO (TWS) ECOUTEURS";jbl-vibe-beam-2-casque-true-wireless-stereo-tws-ecouteurs;Casques;27156;;0.000000;2
275;96;12051;NSB-1200130027888;1;1200130027888;0.000000;0.000000;70;1;"107.50 €";"107.50 €";107.500000;107.500000;"129.00 €";"129.00 €";"JBL SOUNDGEAR CLIPS COPPER, ECOUTEURS SANS FIN AU DESIGN OUVERT SANS EMBOUT";jbl-soundgear-clips-copper-ecouteurs-sans-fin-au-design-ouvert-sans-embout;Casques;27153;;0.000000;1
173;116;12050;NSB-195950608823;1;195950608823;0.000000;0.000000;70;1;"749.17 €";"749.17 €";749.170000;749.170000;"899.00 €";"899.00 €";"IWATCH ULTRA 3 49MM NATURAL TITAN";iwatch-ultra-3-49mm-natural-titan;Apple;27146;;0.000000;0
274;96;12047;NSB-6417084210180;1;6417084210180;0.000000;0.000000;70;1;"140.83 €";"140.83 €";140.830000;140.830000;"169.00 €";"169.00 €";"ECOUTEURS À CONDUCTION OSSEUSE SANS FIL SUUNTO WING BLUETOOTH NOIR";ecouteurs-a-conduction-osseuse-sans-fil-suunto-wing-bluetooth-noir;Casques;27114;;0.000000;2
273;96;12046;NSB-810202681910;1;810202681910;0.000000;0.000000;70;1;"207.50 €";"207.50 €";207.500000;207.500000;"249.00 €";"249.00 €";"ECOUTEURS SHOKZ OPENFIT PRO BLANC";ecouteurs-shokz-openfit-pro-blanc;Casques;27110;;0.000000;1
272;96;12045;NSB-17817819510;1;17817819510;0.000000;0.000000;70;1;"165.83 €";"165.83 €";165.830000;165.830000;"199.00 €";"199.00 €";"EARBUDS REFURBISHED";earbuds-refurbished;Casques;27108;;0.000000;3
1174;122;12044;NSB-5051889626237;1;5051889626237;0.000000;0.000000;70;1;"31.67 €";"31.67 €";31.670000;31.670000;"38.00 €";"38.00 €";"DC'S LEGENDS OF TOMORROW";dc-s-legends-of-tomorrow;"DVD & Blueray";27385;;0.000000;1
59;90;12043;NSB-65030788748;1;65030788748;0.000000;0.000000;70;1;"63.23 €";"63.23 €";63.230000;63.230000;"75.88 €";"75.88 €";"CARTE PCI À FAIBLE ENCOMBREMENT AVEC 2 PORTS RS232 - ADAPTATEUR SÉRIE - UART 16550";carte-pci-a-faible-encombrement-avec-2-ports-rs232-adaptateur-serie-uart-16550;Réseau;27078;;0.000000;1
58;90;12042;NSB-65030834438;1;65030834438;0.000000;0.000000;70;1;"258.15 €";"258.15 €";258.150000;258.150000;"309.78 €";"309.78 €";"CARTE PCI EXPRESS À 8 PORTS DB9 RS232 - ADAPTATEUR PCIE SÉRIE - UART 16950";carte-pci-express-a-8-ports-db9-rs232-adaptateur-pcie-serie-uart-16950;Réseau;27071;;0.000000;2
1322;12;12041;NSB-4719331356422;1;4719331356422;0.000000;0.000000;70;1;"374.99 €";"374.99 €";374.990000;374.990000;"449.99 €";"449.99 €";"CARTE GRAPHIQUE GIGABYTE NVIDIA GEFORCE RTX 5060 OC LOW PROFILE 8G";carte-graphique-gigabyte-nvidia-geforce-rtx-5060-oc-low-profile-8g;"Carte graphique";27068;;0.000000;2
1321;12;12039;NSB-195949371905;1;195949371905;0.000000;0.000000;70;1;"20.83 €";"20.83 €";20.830000;20.830000;"25.00 €";"25.00 €";"60W USB-C CHARGE CABLE 1M";60w-usb-c-charge-cable-1m;"Cables & Chargeurs";27401;;0.000000;2
432;120;12022;Neuf-3567041350718;1;3567041350718;0.000000;0.000000;70;1;"24.92 €";"24.92 €";24.920000;24.920000;"29.90 €";"29.90 €";"SACOCHE POUR ORDINATEUR - SYDNEY TL 13-14''BK";sacoche-pour-ordinateur-sydney-tl-13-14-bk;Accessoires;26902;;0.000000;1
431;120;12021;Neuf-695980929689;1;695980929689;0.000000;0.000000;70;1;"29.16 €";"29.16 €";29.160000;29.160000;"34.99 €";"34.99 €";"ASUS  15"" Laptop Carrying Bag for Laptops up to 15 Inches";asus-15-laptop-carrying-bag-for-laptops-up-to-15-inches;Accessoires;26920;;0.000000;1
430;120;12020;Neuf-4580511588717;1;4580511588717;0.000000;0.000000;70;1;"66.66 €";"66.66 €";66.660000;66.660000;"79.99 €";"79.99 €";"HP Sacoche à ouverture par le haut Executive 15,6 po";hp-sacoche-a-ouverture-par-le-haut-executive-156-po;Accessoires;26922;;0.000000;2
429;120;12019;Neuf-3760170862781;1;3760170862781;0.000000;0.000000;70;1;"9.99 €";"9.99 €";9.990000;9.990000;"11.99 €";"11.99 €";"URBAN FACTORY Urban Sleeve 13/14'";urban-factory-urban-sleeve-13-14-;Accessoires;26891;;0.000000;4
428;120;12018;Neuf-3760170858203;1;3760170858203;0.000000;0.000000;70;1;"9.99 €";"9.99 €";9.990000;9.990000;"11.99 €";"11.99 €";"URBAN FACTORY Urban Sleeve 13/14'";urban-factory-urban-sleeve-13-14-;Accessoires;26888;;0.000000;1
427;120;12017;Neuf-3567042023222;1;3567042023222;0.000000;0.000000;70;1;"25.00 €";"25.00 €";25.000000;25.000000;"30.00 €";"30.00 €";"SACOCHE POUR ORDINATEUT - LIBERTY III BK 15";sacoche-pour-ordinateut-liberty-iii-bk-15;Accessoires;26929;;0.000000;4
1320;12;12016;NEUF-6971024921883;1;6971024921883;0.000000;0.000000;70;1;"24.17 €";"24.17 €";24.166667;24.166667;"29.00 €";"29.00 €";"TOUCHBeauty TB-2117 Recourbe-cils électrique rechargeable USB à chauffage rapide avec double peigne Dispositif";touchbeauty-tb-2117-recourbe-cils-electrique-rechargeable-usb-a-chauffage-rapide-avec-double-peigne-dispositif;Accessoires;26845;;0.000000;100
1319;12;12015;NSB-6974321892058;1;6974321892058;0.000000;0.000000;70;1;"11.67 €";"11.67 €";11.666667;11.666667;"14.00 €";"14.00 €";"TOUCH Beauty TB-2052 Recourbe-cils chauffant, recourbe-cils électrique, brosse à cils avec capteur de température intelligent";touch-beauty-recourbe-cils-chauffant-recourbe-cils-electrique-brosse-a-cils-avec-capteur-de-temperature-intelligent;Accessoires;26846;;0.000000;100
203;1889;12014;USEDA-3619995650151;1;3619995650151;0.000000;0.000000;70;1;"457.50 €";"457.50 €";457.500000;457.500000;"549.00 €";"549.00 €";"samsung s23 ultra 256go";samsung-s23-ultra-256go;Occasion;26822;;0.000000;1
73;13;12012;NSB-5025155118177;1;5025155118177;0.000000;0.000000;70;1;"457.50 €";"457.50 €";457.500000;457.500000;"549.00 €";"549.00 €";"sèche-cheveux dyson supersonic r cheveux bouclés à frisés 1700 w rose céramique";seche-cheveux-dyson-supersonic-r-cheveux-boucles-a-frises-1700-w-rose-ceramique;"Appareils Électriques en Gros";26816;;0.000000;1
1318;12;12010;NSB-5707119001779;1;5707119001779;0.000000;0.000000;70;1;"9.99 €";"9.99 €";9.990000;9.990000;"11.99 €";"11.99 €";"steelseries qck tapis medium";steelseries-qck-tapis-medium;Souris;26811;;0.000000;1
270;96;12009;NSB-5013493413016;1;5013493413016;0.000000;0.000000;70;1;"1,332.50 €";"1,332.50 €";1332.500000;1332.500000;"1,599.00 €";"1,599.00 €";"pack fnac appareil photo hybride sony alpha 7iii noir + fe 28-60mm f/4-5.6 + fe 50mm f/1,8 + batterie additionnelle";pack-fnac-appareil-photo-hybride-sony-alpha-7iii-noir-fe-28-60mm-f-4-56-fe-50mm-f-18-batterie-additionnelle;Appareils-Photo;26808;;0.000000;1
1317;12;12008;NSB-4711081523017;1;4711081523017;0.000000;0.000000;70;1;"141.64 €";"141.64 €";141.640000;141.640000;"169.97 €";"169.97 €";"prime b660-plus d4";prime-b660-plus-d4;Autres;26805;;0.000000;1
200;1889;12007;NOP-4713105961096;1;4713105961096;0.000000;0.000000;70;1;"33.33 €";"33.33 €";33.330000;33.330000;"40.00 €";"40.00 €";"mcpu117 ventirad socket lga1156/1155/1151/1150/775";mcpu117-ventirad-socket-lga1156-1155-1151-1150-775;Occasion;26871;;0.000000;1
1173;122;12006;NSB-5051889687979;1;5051889687979;0.000000;0.000000;70;1;"10.83 €";"10.83 €";10.830000;10.830000;"13.00 €";"13.00 €";"les meilleures dvd";les-meilleures-dvd;"DVD & Blueray";26797;;0.000000;1
426;120;12005;NSB-4011002509183;1;4011002509183;0.000000;0.000000;70;1;"825.00 €";"825.00 €";825.000000;825.000000;"990.00 €";"990.00 €";"enceinte connectée hi-fi cabasse the pearl myuki créme";enceinte-connectee-hi-fi-cabasse-the-pearl-myuki-creme;"Maison Connecté";26795;;0.000000;1
425;120;12004;NSB-3700035116826;1;3700035116826;0.000000;0.000000;70;1;"825.00 €";"825.00 €";825.000000;825.000000;"990.00 €";"990.00 €";"enceinte connectée hi-fi cabasse the pearl myuki blanc";enceinte-connectee-hi-fi-cabasse-the-pearl-myuki-blanc;"Maison Connecté";26791;;0.000000;1
1316;12;12003;NSB-840440483106;1;840440483106;0.000000;0.000000;70;1;"33.33 €";"33.33 €";33.330000;33.330000;"40.00 €";"40.00 €";"corsair gaming m55 est une souris filaire";corsair-gaming-m55-est-une-souris-filaire;Souris;26781;;0.000000;1
1315;12;12002;NSB-840440483113;1;840440483113;0.000000;0.000000;70;1;"45.83 €";"45.83 €";45.830000;45.830000;"55.00 €";"55.00 €";"corsair gaming m55 wireless";corsair-gaming-m55-wireless;Souris;26866;;0.000000;2
72;13;12000;NSB-6978515253768;1;6978515253768;0.000000;0.000000;70;1;"1,249.17 €";"1,249.17 €";1249.170000;1249.170000;"1,499.00 €";"1,499.00 €";"aspirateur robot dreame aqua 10 ultra roller complete blanc";aspirateur-robot-dreame-aqua-10-ultra-roller-complete-blanc;"Appareils Électriques en Gros";26764;;0.000000;2
198;1889;11998;NOP-887276303987;1;887276303987;0.000000;0.000000;70;1;"74.99 €";"74.99 €";74.990000;74.990000;"89.99 €";"89.99 €";"galaxy buds";galaxy-buds;Occasion;26719;;0.000000;11
402;107;11997;NSB-740617335040;1;740617335040;0.000000;0.000000;70;1;"414.00 €";"414.00 €";414.000000;414.000000;"496.80 €";"496.80 €";"Kingston Memory 32GB DDR5 5600MT/s SODIMM KCP556SD8-32 Mémoire d’ordinateur Portable";kingston-memory-32gb-ddr5-5600mt-s-sodimm-kcp556sd8-32-memoire-d-ordinateur-portable;"Ram DDR5";26718;;0.000000;16
197;1889;11996;NOP-8806090196263;1;8806090196263;0.000000;0.000000;70;1;"83.33 €";"83.33 €";83.330000;83.330000;"100.00 €";"100.00 €";"GALAXY BUDS +";galaxy-buds-;Occasion;26729;;0.000000;1
196;1889;11995;NOP-8806090196096;1;8806090196096;0.000000;0.000000;70;1;"83.33 €";"83.33 €";83.330000;83.330000;"100.00 €";"100.00 €";"GALAXY BUDS +";galaxy-buds-;Occasion;26730;;0.000000;1
195;1889;11994;NOP-8801643744984;1;8801643744984;0.000000;0.000000;70;1;"74.99 €";"74.99 €";74.990000;74.990000;"89.99 €";"89.99 €";"GALAXY BUDS";galaxy-buds;Occasion;26707;;0.000000;15
1172;122;11992;NOP-3475001031631;1;3475001031631;0.000000;0.000000;70;1;"10.22 €";"10.22 €";10.220000;10.220000;"12.26 €";"12.26 €";"twilight chapitre 4 révélation 1ère partie";twilight-chapitre-4-revelation-1ere-partie;"DVD & Blueray";26706;;0.000000;1
