position;id_category;id_product;reference;id_shop_default;ean13;price_tax_excluded;ecotax_tax_excluded;id_tax_rules_group;active;price_professionnel;price_particulier;price_professionnel_raw;price_particulier_raw;price_tax_included_particulier;price_tax_included_professionnel;name;link_rewrite;category;id_image;legend;final_price_tax_excluded;quantity
444;11;10619;NSB-889842545647;1;889842545647;0.000000;0.000000;53;1;"832.50 €";"832.50 €";832.500000;832.500000;"999.00 €";"999.00 €";"surface laptop 3 13"" i5-1035g7, 16ggo, 256go ssd";surface-laptop-3-13-i5-1035g7-16ggo-256go-ssd;Microsoft;19205;;0.000000;1
443;11;10618;NSB-196388280193;1;196388280193;0.000000;0.000000;53;1;"1,290.83 €";"1,290.83 €";1290.830000;1290.830000;"1,549.00 €";"1,549.00 €";"surface laptop 15"" 7th génération";surface-laptop-15-7th-generation;Microsoft;18008;;0.000000;14
442;11;10617;NSB-889842831221;1;889842831221;0.000000;0.000000;70;1;"832.50 €";"832.50 €";832.500000;832.500000;"999.00 €";"999.00 €";"surface pro 8 model 1983 i5 8go  256go";surface-pro-8-model-1983-i5-8go-256go;Microsoft;26979;;0.000000;1
158;1889;10616;O-889842143826;1;889842143826;0.000000;0.000000;70;1;"349.00 €";"349.00 €";349.000000;349.000000;"418.80 €";"418.80 €";"surface pro 5 i5/8go/256go ssd";surface-pro-5-i5-8go-256go-ssd;Occasion;18002;;0.000000;2
441;11;10615;NSB-889842544466;1;889842544466;0.000000;0.000000;53;1;"999.17 €";"999.17 €";999.170000;999.170000;"1,199.00 €";"1,199.00 €";"surface laptop 3 13 i5 10em 8go 128go";surface-laptop-3-13-i5-10em-8go-128go;Microsoft;19252;;0.000000;1
156;1889;10613;O-7351149021915;1;7351149021915;0.000000;0.000000;70;1;"849.00 €";"849.00 €";849.000000;849.000000;"1,018.80 €";"1,018.80 €";"precision 7730";precision-7730;Occasion;17993;;0.000000;1
155;1889;10612;O-5397184189344;1;5397184189344;0.000000;0.000000;70;1;"899.00 €";"899.00 €";899.000000;899.000000;"1,078.80 €";"1,078.80 €";"precision 5530 i7-8850h";precision-5530;Occasion;26161;;0.000000;1
154;1889;10611;O-190198239129;1;190198239129;0.000000;0.000000;70;1;"549.00 €";"549.00 €";549.000000;549.000000;"658.80 €";"658.80 €";"macbook pro a1706";macbook-pro-a1706;Occasion;19861;;0.000000;1
74;1889;10610;NOP-7351149021892;1;7351149021892;0.000000;0.000000;70;1;"999.00 €";"999.00 €";999.000000;999.000000;"1,198.80 €";"1,198.80 €";"latitude 7430 i7 12em 16go, 512go, 14.0"" fhd tactil, wi-fi 6e";latitude-7430-i7-12em-16go-512go-140-fhd-tactil-wi-fi-6e;Occasion;17972;;0.000000;5
153;1889;10609;O-6782300642217;1;6782300642217;0.000000;0.000000;70;1;"599.00 €";"599.00 €";599.000000;599.000000;"718.80 €";"718.80 €";"latitude 7420";latitude-7420;Occasion;19158;;0.000000;1
152;1889;10608;O-6782158617968;1;6782158617968;0.000000;0.000000;70;1;"599.00 €";"599.00 €";599.000000;599.000000;"718.80 €";"718.80 €";"latitude 7420";latitude-7420;Occasion;19160;;0.000000;2
151;1889;10607;O-7351149021922;1;7351149021922;0.000000;0.000000;70;1;"449.00 €";"449.00 €";449.000000;449.000000;"538.80 €";"538.80 €";"latitude 7400 2-in-1";latitude-7400-2-in-1;Occasion;17963;;0.000000;1
150;1889;10606;O-5397184399200;1;5397184399200;0.000000;0.000000;70;1;"449.00 €";"449.00 €";449.000000;449.000000;"538.80 €";"538.80 €";"latitude 5410";latitude-5410;Occasion;19315;;0.000000;1
149;1889;10605;O-7351149021939;1;7351149021939;0.000000;0.000000;70;1;"599.00 €";"599.00 €";599.000000;599.000000;"718.80 €";"718.80 €";"latitude 7420 sur pc et latitude 3520 sur la site";latitude-7420-sur-pc-et-latitude-3520-sur-la-site;Occasion;17957;;0.000000;1
148;1889;10604;O-5397184580233;1;5397184580233;0.000000;0.000000;70;1;"499.00 €";"499.00 €";499.000000;499.000000;"598.80 €";"598.80 €";"latitude 7420";latitude-7420;Occasion;19163;;0.000000;1
438;11;10603;NSB-5397184566862;1;5397184566862;0.000000;0.000000;53;1;"665.83 €";"665.83 €";665.830000;665.830000;"799.00 €";"799.00 €";"latitude 3520 i5/8go/256go/15,6 fhd";latitude-3520-i5-8go-256go-156-fhd;DELL;17951;;0.000000;2
147;1889;10602;O-5397184505434;1;5397184505434;0.000000;0.000000;70;1;"1,040.00 €";"1,040.00 €";1040.000000;1040.000000;"1,248.00 €";"1,248.00 €";"inspiron 16 7610";inspiron-16-7610;Occasion;17948;;0.000000;1
146;1889;10601;O-5397184405529;1;5397184405529;0.000000;0.000000;70;1;"999.00 €";"999.00 €";999.000000;999.000000;"1,198.80 €";"1,198.80 €";"inspiron 15 5000 sur le pc et inspiron 5501/5508 sur la site";inspiron-15-5000-sur-le-pc-et-inspiron-5501-5508-sur-la-site;Occasion;17945;;0.000000;1
437;11;10600;NSB-5397184671696;1;5397184671696;0.000000;0.000000;53;1;"915.83 €";"915.83 €";915.830000;915.830000;"1,099.00 €";"1,099.00 €";"inspiron 16 2 en 1 i7-1260p 16go, 512go ssd/intel iris xe w11 famille";inspiron-16-2-en-1-i7-1260p-16go-512go-ssd-intel-iris-xe-w11-famille;DELL;26977;;0.000000;1
73;1889;10599;NOP-7351149021885;1;7351149021885;0.000000;0.000000;70;1;"4,999.00 €";"4,999.00 €";4999.000000;4999.000000;"5,998.80 €";"5,998.80 €";"dell pro max 16 premium 16"" ultra 9-285h, 32go, 1to, nvidia® rtx™ pro 2000 blackwell 8go";dell-pro-max-16-premium-16-ultra-9-285h-32go-1to-nvidiaR-rtx-pro-2000-blackwell-8go;Occasion;17939;;0.000000;5
72;1889;10598;NOP-7351149021908;1;7351149021908;0.000000;0.000000;70;1;"2,099.00 €";"2,099.00 €";2099.000000;2099.000000;"2,518.80 €";"2,518.80 €";"dell pro 14 plus 14"" ultra 7-265u, 32go, 512go";dell-pro-14-plus-14-ultra-7-265u-32go-512go;Occasion;19748;;0.000000;5
0;1889;10595;NOP-190198005458;1;190198005458;0.000000;0.000000;53;1;"45.83 €";"45.83 €";45.830000;45.830000;"55.00 €";"55.00 €";"Étui en Cuir Apple iPhone 7/8+ Plus - Gris Orage";etui-en-cuir-apple-iphone-7-8-plus-gris-orage;Occasion;17913;;0.000000;11
0;1889;10594;NOP-194253035527;1;194253035527;0.000000;0.000000;53;1;"32.50 €";"32.50 €";32.500000;32.500000;"39.00 €";"39.00 €";"iphone se silicone case red";iphone-se-silicone-case-red;Occasion;17910;;0.000000;7
0;1889;10593;NOP-194253035435;1;194253035435;0.000000;0.000000;53;1;"32.50 €";"32.50 €";32.500000;32.500000;"39.00 €";"39.00 €";"iphone se silicone case midnight";iphone-se-silicone-case-midnight;Occasion;17907;;0.000000;6
0;1889;10592;NOP-194253939788;1;194253939788;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 15 pro silicone case black";iphone-15-pro-silicone-case-black;Occasion;17904;;0.000000;19
0;1889;10591;NOP-194253416142;1;194253416142;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case succulent";iphone-14-silicone-case-succulent;Occasion;17901;;0.000000;2
0;1889;10590;NOP-195949908958;1;195949908958;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case red";iphone-14-silicone-case-red;Occasion;17898;;0.000000;1
0;1889;10589;NOP-194253416029;1;194253416029;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case red";iphone-14-silicone-case-red;Occasion;17895;;0.000000;3
0;1889;10588;NOP-194253415961;1;194253415961;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case midnight";iphone-14-silicone-case-midnight;Occasion;17892;;0.000000;4
0;1889;10587;NOP-194253416081;1;194253416081;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case lilac";iphone-14-silicone-case-lilac;Occasion;17889;;0.000000;2
0;1889;10586;NOP-194253416111;1;194253416111;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case elderberry";iphone-14-silicone-case-elderberry;Occasion;17886;;0.000000;1
0;1889;10585;NOP-194253416050;1;194253416050;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 silicone case chalk pink";iphone-14-silicone-case-chalk-pink;Occasion;17883;;0.000000;1
0;1889;10584;NOP-194253345336;1;194253345336;0.000000;0.000000;53;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"iphone 14 leather case umber";iphone-14-leather-case-umber;Occasion;17880;;0.000000;1
0;1889;10583;NOP-194253416920;1;194253416920;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 14 clear case";iphone-14-clear-case;Occasion;17877;;0.000000;16
0;1889;10582;NOP-190198005656;1;190198005656;0.000000;0.000000;53;1;"45.83 €";"45.83 €";45.830000;45.830000;"55.00 €";"55.00 €";"iPhone 7 Plus Leather Case";iphone-7-plus-leather-case;Occasion;17868;;0.000000;2
0;1889;10581;NOP-194252168332;1;194252168332;0.000000;0.000000;53;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"Original Cas Apple Cuir iPhone 12 / 12 Pro Noir";original-cas-apple-cuir-iphone-12-12-pro-noir;Occasion;17862;;0.000000;4
1172;12;10580;NSB-850005352440;1;850005352440;0.000000;0.000000;53;1;"49.91 €";"49.91 €";49.910000;49.910000;"59.89 €";"59.89 €";"Model D- Souris Gaming - Blanche Matte";model-d-souris-gaming-blanche-matte;Souris;17860;;0.000000;11
1171;12;10579;NEUF-850005352211;1;850005352211;0.000000;0.000000;53;1;"54.91 €";"54.91 €";54.910000;54.910000;"65.89 €";"65.89 €";"Model D Souris Gaming 69grams - Black";model-d-souris-gaming-69grams-black;Souris;17857;;0.000000;17
1170;12;10578;NSB-850005352204;1;850005352204;0.000000;0.000000;53;1;"54.91 €";"54.91 €";54.910000;54.910000;"65.89 €";"65.89 €";"Model D Souris Gaming - MATTE WHITE";model-d-souris-gaming-matte-white;Souris;17854;;0.000000;7
1169;12;10577;NSB-850005352228;1;850005352228;0.000000;0.000000;53;1;"54.91 €";"54.91 €";54.910000;54.910000;"65.89 €";"65.89 €";"Model D Souris Gaming - GLOSSY WHITE";model-d-souris-gaming-glossy-white;Souris;17852;;0.000000;9
1168;12;10576;NSB-850005352082;1;850005352082;0.000000;0.000000;53;1;"49.91 €";"49.91 €";49.910000;49.910000;"59.89 €";"59.89 €";"MODEL O-  BLANCHE matte 58g";model-o-blanche-matte-58g;Souris;17849;;0.000000;8
675;122;10575;NSB-197394415807;1;197394415807;0.000000;0.000000;53;1;"82.50 €";"82.50 €";82.500000;82.500000;"99.00 €";"99.00 €";"Kirby Face Backpack - Pink";kirby-face-backpack-pink;"Jouet  & Figurines";17846;;0.000000;9
0;1889;10574;NOP-195949908989;1;195949908989;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"IPHONE 14 case";iphone-14-case;Occasion;17836;;0.000000;1
0;1889;10573;NOP-195949908927;1;195949908927;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"IPHONE 14 case";iphone-14-case;Occasion;17833;;0.000000;2
0;1889;10572;NOP-195949908897;1;195949908897;0.000000;0.000000;70;1;"59.00 €";"59.00 €";59.000000;59.000000;"70.80 €";"70.80 €";"IPHONE 14 CASE";iphone-14-case;Occasion;17830;;0.000000;5
0;1889;10571;NOP-194252168295;1;194252168295;0.000000;0.000000;70;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"cuir apple iphone 12/12 pro marron";iphone-12-12-pro-case;Occasion;17827;;0.000000;2
0;1889;10570;NOP-194253035497;1;194253035497;0.000000;0.000000;70;1;"32.50 €";"32.50 €";32.500000;32.500000;"39.00 €";"39.00 €";"iphone se silicone case chalk pink";cque-silicone-apple-iphone-se-rose-craie;Occasion;17824;;0.000000;3
0;1889;10569;NOP-194252169131;1;194252169131;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Coque silicone Apple iPhone12/12 Pro RED";coque-silicone-apple-iphone12-12-pro-red;Occasion;17821;;0.000000;1
0;1889;10568;NOP-194253035466;1;194253035466;0.000000;0.000000;70;1;"32.50 €";"32.50 €";32.500000;32.500000;"39.00 €";"39.00 €";"iphone se case";coque-silicone-apple-iphone-se-bleu-abys;Occasion;17818;;0.000000;7
0;1889;10567;NOP-194252168455;1;194252168455;0.000000;0.000000;53;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"Cas Cuir Apple iPhone 12 Pro Max Bleu Baltique";cas-cuir-apple-iphone-12-pro-max-bleu-baltique;Occasion;17815;;0.000000;2
0;1889;10566;NOP-194252169056;1;194252169056;0.000000;0.000000;70;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"coque iphone 12/12 pro avec magsafe (deep navy)";coque-iphone-12-12-pro-avec-magsafe-deep-navy;Occasion;17812;;0.000000;2
0;1889;10565;NOP-190198376404;1;190198376404;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Apple iPhone 7 Plus Leather Case Berry";apple-iphone-7-plus-leather-case-berry;Occasion;17810;;0.000000;1
0;1889;10559;NOP-190198357441;1;190198357441;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Apple Leather Case for iPhone 7 Plus - Taupe";apple-leather-case-for-iphone-7-plus-taupe;Occasion;17778;;0.000000;1
0;1889;10558;NOP-190198447371;1;190198447371;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Apple Leather Case for iPhone 7 Plus - Geranium";apple-leather-case-for-iphone-7-plus-geranium;Occasion;17775;;0.000000;3
0;1889;10557;NOP-190198005557;1;190198005557;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Apple Leather Case MIDNIGHT BLUE iPhone 7 Plus";apple-leather-case-midnight-blue-iphone-7-plus;Occasion;17772;;0.000000;1
0;1889;10556;NOP-190199610552;1;190199610552;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"Apple Leather Case (for iPhone SE) - Midnight Blue";apple-leather-case-for-iphone-se-midnight-blue;Occasion;17769;;0.000000;2
0;1889;10555;NOP-194252168257;1;194252168257;0.000000;0.000000;53;1;"57.50 €";"57.50 €";57.500000;57.500000;"69.00 €";"69.00 €";"Apple Coque Leather MagSafe iPhone 12 (Pro) - Baltic Blue";apple-coque-leather-magsafe-iphone-12-pro-baltic-blue;Occasion;17766;;0.000000;2
0;1889;10554;NOP-194252169575;1;194252169575;0.000000;0.000000;70;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"iphone 12/12pro silicone clear case";apple-clear-case-with-magsafe-for-iphone-12-12-pro;Occasion;17763;;0.000000;12
674;122;10553;NSB-45496594183;1;45496594183;0.000000;0.000000;70;1;"29.17 €";"29.17 €";29.170000;29.170000;"35.00 €";"35.00 €";AMIIBO;amiibo-supersmash-bros-joker;Nintendo;17760;;0.000000;10
673;122;10552;NSB-45496893750;1;45496893750;0.000000;0.000000;70;1;"29.17 €";"29.17 €";29.170000;29.170000;"35.00 €";"35.00 €";AMIIBO;amiibo-supersmash-bros-banjo-kazooie;Nintendo;17757;;0.000000;4
672;122;10551;NSB-45496893767;1;45496893767;0.000000;0.000000;70;1;"29.17 €";"29.17 €";29.170000;29.170000;"35.00 €";"35.00 €";AMIIBO;amiibo-supersmah-bros-terry;Nintendo;17754;;0.000000;16
0;1889;10550;NOP-194252169094;1;194252169094;0.000000;0.000000;53;1;"49.17 €";"49.17 €";49.170000;49.170000;"59.00 €";"59.00 €";"12 Pro Silicone Case with MagSafe - White";12-pro-silicone-case-with-magsafe-white;Occasion;17751;;0.000000;4
58;1889;10541;USEBC-95850-1-LBC;1;6905549009199;0.000000;0.000000;70;1;"1,915.83 €";"1,915.83 €";1915.833333;1915.833333;"2,299.00 €";"2,299.00 €";"Dell Precision 5490  Ultra 9 / 32 Go RAM / 1 To SSD / RTX 1000 Ada 6 Go";dell-latitude-5490-i5-8350u-8go-256go-ssd;Occasion;17244;;0.000000;1
57;1889;10540;USEDC-21017-4-LBC;1;6905754106168;0.000000;0.000000;53;1;"457.50 €";"457.50 €";457.500000;457.500000;"549.00 €";"549.00 €";"DELL Latitude 5410 | i7-10610U | 16Go RAM | 256Go SSD";dell-latitude-5410-i7-10610u-16go-ram-256go-ssd;Occasion;17255;;0.000000;1
56;1889;10539;USEDC-21017-3-LBC;1;6905754102151;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"DELL Latitude 5410 | i5-10210U | 8Go RAM | 256Go SSD";dell-latitude-5410-i5-10210u-8go-ram-256go-ssd;Occasion;17264;;0.000000;1
55;1889;10538;USEDA-84749-10-LBC;1;6905753005182;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"DELL Latitude 5300  i5-8365U 1.6GHz / 8Go / 256Go SSD";dell-latitude-5300-i5-8365u-16ghz-8go-256go-ssd;Occasion;17277;;0.000000;1
54;1889;10537;USEDA-88227-11-LBC;1;6905734205137;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"DELL Latitude 3420  i5-1135G7 2.4GHz / 8Go / 256Go SSD";dell-latitude-3420-i5-1135g7-24ghz-8go-256go-ssd;Occasion;17256;;0.000000;1
53;1889;10536;USEDA-71451-15-LBC;1;6905761076120;0.000000;0.000000;53;1;"665.83 €";"665.83 €";665.830000;665.830000;"799.00 €";"799.00 €";"Dell Inspiron 16 Plus 7610  i7 / 16 Go / 512 Go SSD";dell-inspiron-16-plus-7610-i7-16-go-512-go-ssd;Occasion;17268;;0.000000;1
52;1889;10535;USEDA-76095-17-LBC;1;6905739865113;0.000000;0.000000;53;1;"332.50 €";"332.50 €";332.500000;332.500000;"399.00 €";"399.00 €";"DELL LATITUDE 7390  i7-8650U / 16Go RAM / 256Go SSD";dell-latitude-7390-i7-8650u-16go-ram-256go-ssd;Occasion;17274;;0.000000;1
51;1889;10534;USEDB-76118-23-LBC;1;6905739085106;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"DELL Latitude 7390  i5-8350U / 16Go / 256Go ssd";dell-latitude-7390-i5-8350u-16go-256go-ssd;Occasion;17213;;0.000000;1
50;1889;10533;USEDA-84862-27-LBC;1;6905748265090;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"DELL Latitude 7400  i5-8265U / 16Go / 256Go ssd";dell-latitude-7400-i5-8265u-16go-256go-ssd;Occasion;17286;;0.000000;1
49;1889;10532;USEDA-87382-28-LBC;1;6905748062083;0.000000;0.000000;53;1;"249.17 €";"249.17 €";249.170000;249.170000;"299.00 €";"299.00 €";"Dell Latitude 7480 Core i5-6200U / 8 Go RAM / 256 Go SSD";dell-latitude-7480-core-i5-6200u-8-go-ram-256-go-ssd;Occasion;17207;;0.000000;1
48;1889;10531;USEBC-22125-30-LBC;1;6905727055106;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"DELL Latitude 7275  Intel Core m5 / 8Go / 256Go ssd";dell-latitude-7275-intel-core-m5-8go-256go-ssd;Occasion;17299;;0.000000;1
47;1889;10530;USEDC-89071-33-LBC;1;6905742115090;0.000000;0.000000;53;1;"499.17 €";"499.17 €";499.170000;499.170000;"599.00 €";"599.00 €";"Dell Latitude 7420  i7-1185G7 / 16Go / 256Go ssd";dell-latitude-7420-i7-1185g7-16go-256go-ssd;Occasion;17201;;0.000000;1
46;1889;10529;USEDA-32534-41-LBC;1;6905748076083;0.000000;0.000000;53;1;"332.50 €";"332.50 €";332.500000;332.500000;"399.00 €";"399.00 €";"Dell Latitude 7480  i7-7600U / 8Go RAM / 256Go SSD";dell-latitude-7480-i7-7600u-8go-ram-256go-ssd;Occasion;17308;;0.000000;1
45;1889;10528;USEDA-86880-42-LBC;1;6905748063076;0.000000;0.000000;53;1;"249.17 €";"249.17 €";249.170000;249.170000;"299.00 €";"299.00 €";"DELL Latitude 7480 14""  i5 6300U / 16Go / 256Go ssd";dell-latitude-7480-14-i5-6300u-16go-256go-ssd;Occasion;17195;;0.000000;1
44;1889;10527;USEDB-83127-49-LBC;1;6905840836069;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"HP EliteBook 840 G6 i5-8365U 1.9GHz / 16Go RAM / 256Go SSD";hp-elitebook-840-g6-i5-8365u-19ghz-16go-ram-256go-ssd;Occasion;17292;;0.000000;1
43;1889;10526;USEDB-54064-45-LBC;1;6905355035093;0.000000;0.000000;53;1;"749.17 €";"749.17 €";749.170000;749.170000;"899.00 €";"899.00 €";"TUF GAMING AMD RYZEN 5 3550H/GTX1650/32GO/512GO ssd";tuf-gaming-amd-ryzen-5-3550h-gtx1650-32go-512go-ssd;Occasion;17316;;0.000000;1
42;1889;10525;USEDC-52754-47-LBC;1;6905450445086;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"HP ProBook 450 G3 Pentium 4405U 2.11GHz / 8Go RAM / 256Go ssd";hp-probook-450-g3-pentium-4405u-211ghz-8go-ram-256go-ssd;Occasion;17321;;0.000000;1
41;1889;10524;USEDB-01929-50-LBC;1;6905840835079;0.000000;0.000000;53;1;"332.50 €";"332.50 €";332.500000;332.500000;"399.00 €";"399.00 €";"HP EliteBook 840 G5 Core i5-8350U 16GB/256GB ssd";hp-elitebook-840-g5-core-i5-8350u-16gb-256gb-ssd;Occasion;17329;;0.000000;1
39;1889;10522;USEDA-85674-53-LBC;1;6905944075105;0.000000;0.000000;53;1;"458.33 €";"458.33 €";458.330000;458.330000;"550.00 €";"550.00 €";"Asus Pro Asus Pro B9440U  I7-7500U 2,7GHz / 16GO / 512GO SSD";asus-pro-asus-pro-b9440u-i7-7500u-27ghz-16go-512go-ssd;Occasion;17341;;0.000000;1
38;1889;10521;USEDB-94906-56-LBC;1;6905151165099;0.000000;0.000000;53;1;"499.17 €";"499.17 €";499.170000;499.170000;"599.00 €";"599.00 €";"ASUS X515EA 15"" i7-1165G7, 8go, 512go";asus-x515ea-15-i7-1165g7-8go-512go;Occasion;17349;;0.000000;1
37;1889;10520;USEDB-57001-59-LBC;1;6905201521082;0.000000;0.000000;53;1;"375.00 €";"375.00 €";375.000000;375.000000;"450.00 €";"450.00 €";"LEGION Y520-15IKBN Quad i7 Kaby Lake, SSD 128 Go+1 To, GTX 1050 Ti, 8 Go, Full IPS mat, USB-C";legion-y520-15ikbn-quad-i7-kaby-lake-ssd-128-go1-to-gtx-1050-ti-8-go-full-ips-mat-usb-c;Occasion;17354;;0.000000;1
36;1889;10519;USEDA-05718-61-LBC;1;6905690185075;0.000000;0.000000;53;1;"2,749.17 €";"2,749.17 €";2749.170000;2749.170000;"3,299.00 €";"3,299.00 €";"Dell Precision 5690  Ultra 9 185H/32go/1to ssd / NVIDIA RTX 2000 Ada  8 Go";dell-precision-5690-ultra-9-185h-32go-1to-ssd-nvidia-rtx-2000-ada-8-go;Occasion;17359;;0.000000;1
35;1889;10518;USEDB-83860-62-LBC;1;6904707200868;0.000000;0.000000;53;1;"249.17 €";"249.17 €";249.170000;249.170000;"299.00 €";"299.00 €";"Lenovo ThinkPad E470  i5-7200U 2,5GHz / 8Go RAM / 256Go SSD";lenovo-thinkpad-e470-i5-7200u-25ghz-8go-ram-256go-ssd;Occasion;17366;;0.000000;1
34;1889;10517;"USEDB -08358-64-LBC";1;6904808250851;0.000000;0.000000;53;1;"332.50 €";"332.50 €";332.500000;332.500000;"399.00 €";"399.00 €";"Lenovo ThinkPad T480 Core i5-8250U / 16 Go RAM / 256 Go SSD";lenovo-thinkpad-t480-core-i5-8250u-16-go-ram-256-go-ssd;Occasion;17374;;0.000000;1
33;1889;10516;USEDC-90067-65-LBC;1;6904808350844;0.000000;0.000000;53;1;"332.50 €";"332.50 €";332.500000;332.500000;"399.00 €";"399.00 €";"Lenovo ThinkPad T480S  i5-8350U / 8Go RAM / 256Go SSD";lenovo-thinkpad-t480s-i5-8350u-8go-ram-256go-ssd;Occasion;17380;;0.000000;1
32;1889;10515;"USEDB -88547-66-LBC";1;6904606300837;0.000000;0.000000;53;1;"232.50 €";"232.50 €";232.500000;232.500000;"279.00 €";"279.00 €";"Lenovo ThinkPad T460S  i5 6300U / 8Go RAM / 256Go SSD";lenovo-thinkpad-t460s-i5-6300u-8go-ram-256go-ssd;Occasion;17386;;0.000000;1
31;1889;10514;"USEDB -59108-68-LBC";1;6905106500820;0.000000;0.000000;53;1;"249.17 €";"249.17 €";249.170000;249.170000;"299.00 €";"299.00 €";"Lenovo ThinkPad P51S  i7 6500 / 8Go RAM / 256Go SSD";lenovo-thinkpad-p51s-i7-6500-8go-ram-256go-ssd;Occasion;17392;;0.000000;1
30;1889;10513;"USEDB -53228-69-LBC";1;6904808250163;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"Lenovo ThinkPad L480  i5-8250U / 16Go RAM / 256Go SSD";lenovo-thinkpad-l480-i5-8250u-16go-ram-256go-ssd;Occasion;17399;;0.000000;1
29;1889;10494;USEBC-95850-1;1;6905549009199;0.000000;0.000000;53;1;"1,915.83 €";"1,915.83 €";1915.830000;1915.830000;"2,299.00 €";"2,299.00 €";"Dell Precision 5490  Ultra 9 / 32 Go RAM / 1 To SSD / RTX 1000 Ada 6 Go";dell-latitude-5490-i5-8350u-8go-256go-ssd;Occasion;17247;;0.000000;1
28;1889;10493;USEDC-21017-4;1;6905754106168;0.000000;0.000000;53;1;"457.50 €";"457.50 €";457.500000;457.500000;"549.00 €";"549.00 €";"DELL Latitude 5410 | i7-10610U | 16Go RAM | 256Go SSD";dell-latitude-5410-i7-10610u-16go-ram-256go-ssd;Occasion;17252;;0.000000;1
27;1889;10492;USEDC-21017-3;1;6905754102151;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"DELL Latitude 5410 | i5-10210U | 8Go RAM | 256Go SSD";dell-latitude-5410-i5-10210u-8go-ram-256go-ssd;Occasion;17267;;0.000000;1
26;1889;10491;USEDA-84749-10;1;6905753005182;0.000000;0.000000;53;1;"290.83 €";"290.83 €";290.830000;290.830000;"349.00 €";"349.00 €";"DELL Latitude 5300  i5-8365U 1.6GHz / 8Go / 256Go SSD";dell-latitude-5300-i5-8365u-16ghz-8go-256go-ssd;Occasion;17280;;0.000000;1
25;1889;10490;USEDA-88227-11;1;6905734205137;0.000000;0.000000;53;1;"374.17 €";"374.17 €";374.170000;374.170000;"449.00 €";"449.00 €";"DELL Latitude 3420  i5-1135G7 2.4GHz / 8Go / 256Go SSD";dell-latitude-3420-i5-1135g7-24ghz-8go-256go-ssd;Occasion;17260;;0.000000;1
